Nome_da_Empresa,Status_do_Foguete,Custo_da_Missao,Status_da_Missao,Pais,Estado_Regiao,Ano,Mes,Dia,Hora,Modelo_Foguete,Carga_Util,Pais_Mapa,Status_da_Missao_Num,Status_do_Foguete_Num
General Dynamics,StatusRetired,150.0,Success,USA,California,1984,12,12,10,Atlas-E/F Star-37S-ISS,NOAA-F,United States,3,0
Martin Marietta,StatusRetired,35.0,Success,USA,California,1984,12,4,18,Titan 34D,USA-6 (KH-11),United States,3,0
RVSN USSR,StatusRetired,150.0,Partial Failure,Russia,Plesetsk Cosmodrome,1984,11,27,14,Tsyklon-3,Meteor-3 n†­1a,Russia,2,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1984,11,15,6,Cosmos-3M (11K65M),Cosmos 1610,Russia,3,0
Arianespace,StatusRetired,200.0,Success,France,French Guiana,1984,11,10,1,Ariane 3,"Spacenet 2, MARECS-2",France,3,0
NASA,StatusRetired,450.0,Success,USA,Florida,1984,11,8,12,Space Shuttle Discovery,STS-51-A,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1984,10,31,12,Tsyklon-2,Cosmos 1607,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1984,10,18,17,Tsyklon-3,Cosmos 1606,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1984,10,11,14,Cosmos-3M (11K65M),Cosmos 1605,Russia,3,0
NASA,StatusRetired,450.0,Success,USA,Florida,1984,10,5,11,Space Shuttle Challenger,STS-41-G,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1984,10,4,19,Molniya-M /Block 2BL,Cosmos 1604,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1984,9,28,6,Tsyklon-3,Cosmos 1602,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1984,9,27,9,Cosmos-3M (11K65M),Cosmos 1601,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1984,9,13,14,Cosmos-3M (11K65M),Cosmos 1598,Russia,3,0
CASC,StatusActive,30.8,Success,China,Jiuquan Satellite Launch Center,1984,9,12,5,Long March 2C,FSW-0 No.6,China,3,1
General Dynamics,StatusRetired,150.0,Success,USA,California,1984,9,8,21,Atlas-E/F SGS-2,GPS-10,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1984,9,7,19,Molniya-M /Block 2BL,Cosmos 1596,Russia,3,0
NASA,StatusRetired,450.0,Success,USA,Florida,1984,8,30,12,Space Shuttle Discovery,STS-41-D,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1984,8,29,0,Tsyklon-2,Cosmos 1579,Kazakhstan,3,0
Martin Marietta,StatusRetired,35.0,Success,USA,California,1984,8,28,0,Titan III(34)B Agena-D,Quasar 5,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1984,8,24,8,Molniya-M /Block ML,Molniya-1 n†­112,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1984,8,10,0,Molniya-M /Block ML,Molniya-1 n†­111,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1984,8,8,12,Tsyklon-3,Cosmos 1589,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1984,8,7,22,Tsyklon-2,Cosmos 1588,Kazakhstan,3,0
Arianespace,StatusRetired,200.0,Success,France,French Guiana,1984,8,4,13,Ariane 3,"Eutelsat-1 F2, Telecom 1A",France,3,0
MHI,StatusRetired,90.0,Success,Japan,Tanegashima Space Center,1984,8,2,20,N-II Star-37E,Himawari 3,Japan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1984,8,2,8,Molniya-M /Block 2BL,Cosmos 1586,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1984,7,5,3,Tsyklon-3,Meteor-2 n†­11,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1984,7,3,21,Molniya-M /Block 2BL,Cosmos 1581,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1984,6,28,13,Cosmos-3M (11K65M),Cosmos 1578,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1984,6,27,4,Cosmos-3M (11K65M),Cosmos 1577,Russia,3,0
Martin Marietta,StatusRetired,35.0,Success,USA,California,1984,6,25,18,Titan 34D,USA-2 (KH-9),United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1984,6,21,19,Cosmos-3M (11K65M),Cosmos 1574,Russia,3,0
General Dynamics,StatusRetired,150.0,Success,USA,California,1984,6,13,11,Atlas-E/F SGS-2,GPS-9,United States,3,0
General Dynamics,StatusRetired,150.0,Failure,USA,Florida,1984,6,9,23,Atlas-G Centaur-D1AR,Intelsat V -509,United States,0,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1984,6,8,11,Cosmos-3M (11K65M),Cosmos 1570,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1984,,,,Cosmos-3MRB (65MRB),BOR-5 Shuttle,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1984,6,6,15,Molniya-M /Block 2BL,Cosmos 1569,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1984,5,30,18,Tsyklon-2,Cosmos 1567,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1984,5,28,21,Cosmos-3M (11K65M),Cosmos 1559 to 1566,Russia,3,0
Arianespace,StatusRetired,200.0,Success,France,French Guiana,1984,5,23,1,Ariane 1,Spacenet F1,France,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1984,5,17,14,Cosmos-3M (11K65M),Cosmos 1553,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1984,5,11,6,Cosmos-3M (11K65M),Cosmos 1550,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1984,,,,Cosmos-3MRB (65MRB),BOR-4 Shuttle,Russia,3,0
US Air Force,StatusRetired,59.0,Success,USA,California,1984,4,17,17,Titan III(24)B,OPS 8424,United States,3,0
Martin Marietta,StatusRetired,35.0,Success,USA,Florida,1984,4,14,16,Titan 34D,DSP-11,United States,3,0
CASC,StatusRetired,30.8,Success,China,Xichang Satellite Launch Center,1984,4,8,11,Long March 3,STTW 2 (Dong Fang Hong 2),China,3,0
NASA,StatusRetired,450.0,Success,USA,Florida,1984,4,6,13,Space Shuttle Challenger,STS-41-C,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1984,4,4,1,Molniya-M /Block 2BL,Cosmos 1547,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1984,3,16,23,Molniya-M /Block ML,Molniya-1 n†­110,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1984,3,15,17,Tsyklon-3,Cosmos 1544,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1984,3,6,17,Molniya-M /Block 2BL,Cosmos 1541,Russia,3,0
ESA,StatusRetired,37.0,Success,France,French Guiana,1984,3,5,0,Ariane 1,Intelsat 508,France,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1984,2,21,15,Cosmos-3M (11K65M),Cosmos 1538,Russia,3,0
ISAS,StatusRetired,150.0,Success,Japan,Uchinoura Space Center,1984,2,14,8,Mu-III S,Ohzora,Japan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1984,2,8,9,Tsyklon-3,Cosmos 1536,Russia,3,0
General Dynamics,StatusRetired,150.0,Success,USA,California,1984,2,5,18,Atlas-H MSD,NOSS-7,United States,3,0
NASA,StatusRetired,450.0,Success,USA,Florida,1984,2,3,13,Space Shuttle Challenger,STS-41-B,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1984,2,2,17,Cosmos-3M (11K65M),Cosmos 1535,Russia,3,0
Martin Marietta,StatusRetired,35.0,Success,USA,Florida,1984,1,31,3,Titan 34D,OPS-0441 (Vortex),United States,3,0
CASC,StatusRetired,30.8,Partial Failure,China,Xichang Satellite Launch Center,1984,1,29,12,Long March 3,STTW 1 (Dong Fang Hong 2),China,2,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1984,1,26,12,Cosmos-3M (11K65M),Cosmos 1534,Russia,3,0
MHI,StatusRetired,90.0,Success,Japan,Tanegashima Space Center,1984,1,23,7,N-II Star-37E,Yuri 2a,Japan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1984,1,11,18,Cosmos-3M (11K65M),Cosmos 1531,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1984,1,5,20,Cosmos-3M (11K65M),Cosmos 1522 to 1529,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1983,12,28,3,Molniya-M /Block 2BL,Cosmos 1518,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1983,12,27,10,Cosmos-3MRB (65MRB),Cosmos 1517 (BOR-4 Space Shuttle),Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1983,12,21,6,Molniya-M /Block ML,Molniya-3 n†­109,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1983,12,15,12,Tsyklon-3,Cosmos 1515,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1983,12,8,6,Cosmos-3M (11K65M),Cosmos 1513,Russia,3,0
NASA,StatusRetired,450.0,Success,USA,Florida,1983,11,28,16,Space Shuttle Columbia,STS-9,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1983,11,24,12,Tsyklon-3,Cosmos 1510,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1983,11,23,16,Molniya-M /Block ML,Molniya-1 n†­108,Russia,3,0
General Dynamics,StatusRetired,150.0,Success,USA,California,1983,11,18,6,Atlas-E/F Star-37S-ISS,DMSP 5D-2/F7,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1983,11,11,12,Cosmos-3M (11K65M),Cosmos 1508,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1983,10,29,8,Tsyklon-2,Cosmos 1507,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1983,10,28,9,Vostok-2M,Meteor-2 n†­11,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1983,10,26,17,Cosmos-3M (11K65M),Cosmos 1506,Russia,3,0
ESA,StatusRetired,37.0,Success,France,French Guiana,1983,10,19,0,Ariane 1,Intelsat 507,France,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1983,10,12,0,Cosmos-3M (11K65M),Cosmos 1503,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1983,10,5,12,Cosmos-3M (11K65M),Cosmos 1502,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1983,9,30,11,Cosmos-3M (11K65M),Cosmos 1501,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1983,9,28,7,Tsyklon-3,Cosmos 1500,Russia,3,0
NASA,StatusRetired,450.0,Success,USA,Florida,1983,9,5,7,Space Shuttle Challenger,STS-8,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1983,8,31,6,Cosmos-3M (11K65M),Cosmos 1494,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1983,8,30,22,Molniya-M /Block ML,Molniya-3 n†­107,Russia,3,0
CASC,StatusActive,30.8,Success,China,Jiuquan Satellite Launch Center,1983,8,19,6,Long March 2C,FSW-0 No.5,China,3,1
MHI,StatusRetired,90.0,Success,Japan,Tanegashima Space Center,1983,8,5,20,N-II Star-37E,Sakura 2b,Japan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1983,8,3,12,Cosmos-3M (11K65M),Cosmos 1486,Russia,3,0
Martin Marietta,StatusRetired,35.0,Success,USA,California,1983,7,31,15,Titan III(34)B Agena-D,Jumpseat 7,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1983,7,24,5,Vostok-2M,Cosmos 1484,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1983,7,19,15,Molniya-M /Block ML,Molniya-1 n†­106,Kazakhstan,3,0
General Dynamics,StatusRetired,150.0,Success,USA,California,1983,7,14,10,Atlas-E/F SGS-2,GPS-8,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1983,7,8,19,Molniya-M /Block 2BL,Cosmos 1481,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1983,7,6,0,Cosmos-3M (11K65M),Cosmos 1473 to 1480,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1983,,,,Molniya-M /Block SO-L,Prognoz n†­9,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1983,6,22,23,Tsyklon-3,Cosmos 1470,Russia,3,0
Martin Marietta,StatusRetired,35.0,Success,USA,California,1983,6,20,18,Titan 34D,OPS-0721 (KH-9),United States,3,0
NASA,StatusRetired,450.0,Success,USA,Florida,1983,6,18,11,Space Shuttle Challenger,STS-7,United States,3,0
ESA,StatusRetired,37.0,Success,France,French Guiana,1983,6,16,11,Ariane 1,ECS 1 & Oscar-10,France,3,0
General Dynamics,StatusRetired,150.0,Success,USA,California,1983,6,9,23,Atlas-H MSD,NOSS-6,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1983,5,26,5,Cosmos-3M (11K65M),Cosmos 1465,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1983,5,24,2,Cosmos-3M (11K65M),Cosmos 1464,Russia,3,0
General Dynamics,StatusRetired,150.0,Success,USA,Florida,1983,5,19,22,Atlas-SLV3D Centaur-D1AR,Intelsat V -506,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1983,5,19,12,Cosmos-3M (11K65M),Cosmos 1463,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1983,5,7,10,Tsyklon-2,Cosmos 1461,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1983,5,6,3,Cosmos-3M (11K65M),Cosmos 1459,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1983,,,,Cosmos-3MRB (65MRB),BOR-5 Shuttle,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1983,4,25,19,Molniya-M /Block 2BL,Cosmos 1456,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1983,4,23,14,Tsyklon-3,Cosmos 1455,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1983,4,19,12,Cosmos-3M (11K65M),Cosmos 1453,Russia,3,0
US Air Force,StatusRetired,59.0,Success,USA,California,1983,4,17,18,Titan III(24)B,OPS 2925,United States,3,0
ISRO,StatusRetired,31.0,Success,India,Satish Dhawan Space Centre,1983,4,17,5,SLV-3,Rohini RS-D2,India,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1983,4,12,18,Cosmos-3M (11K65M),Cosmos 1452,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1983,4,6,12,Cosmos-3M (11K65M),Cosmos 1450,Russia,3,0
NASA,StatusRetired,450.0,Success,USA,Florida,1983,4,4,18,Space Shuttle Challenger,STS-6,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1983,4,2,2,Molniya-M /Block ML,Molniya-1 n†­105,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1983,3,30,1,Cosmos-3M (11K65M),Cosmos 1448,Russia,3,0
General Dynamics,StatusRetired,150.0,Success,USA,California,1983,3,28,15,Atlas-E/F Star-37S-ISS,NOAA-E,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1983,3,24,20,Cosmos-3M (11K65M),Cosmos 1447,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1983,3,16,18,Molniya-M /Block ML,Molniya-1 n†­104,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1983,3,15,22,Cosmos-3MRB (65MRB),Cosmos 1445 (BOR-4 Space Shuttle),Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1983,3,11,15,Molniya-M /Block ML,Molniya-3 n†­103,Russia,3,0
ISAS,StatusRetired,150.0,Success,Japan,Uchinoura Space Center,1983,2,20,5,Mu-III S,Tenma,Japan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1983,2,16,10,Vostok-2M,Cosmos 1441,Russia,3,0
General Dynamics,StatusRetired,150.0,Success,USA,California,1983,2,9,13,Atlas-H MSD,NOSS-5,United States,3,0
MHI,StatusRetired,90.0,Success,Japan,Tanegashima Space Center,1983,2,4,8,N-II Star-37E,Sakura 2a,Japan,3,0
RVSN USSR,StatusRetired,150.0,Failure,Russia,Plesetsk Cosmodrome,1983,1,25,12,Cosmos-3M (11K65M),Ta??foun n†­32,Russia,0,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1983,1,20,17,Vostok-2M,Cosmos 1437,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1983,1,19,2,Cosmos-3M (11K65M),Cosmos 1429 to 1436,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1983,1,12,14,Cosmos-3M (11K65M),Cosmos 1428,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1982,12,29,12,Cosmos-3M (11K65M),Cosmos 1427,Russia,3,0
General Dynamics,StatusRetired,150.0,Success,USA,California,1982,12,21,2,Atlas-E/F Star-37S-ISS,DMSP 5D-2/F6,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1982,12,14,22,Vostok-2M,Meteor-2 n†­10,Russia,3,0
RVSN USSR,StatusRetired,150.0,Partial Failure,Kazakhstan,Baikonur Cosmodrome,1982,12,8,13,Molniya-M /Block ML,Cosmos 1423,Kazakhstan,2,0
RVSN USSR,StatusRetired,150.0,Failure,Russia,Plesetsk Cosmodrome,1982,11,24,11,Cosmos-3M (11K65M),Strela-1M satellites,Russia,0,0
Martin Marietta,StatusRetired,35.0,Success,USA,California,1982,11,17,21,Titan IIID,KH-11,United States,3,0
NASA,StatusRetired,450.0,Success,USA,Florida,1982,11,11,12,Space Shuttle Columbia,STS-5,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1982,11,11,6,Cosmos-3M (11K65M),Cosmos 1420,Russia,3,0
Martin Marietta,StatusRetired,35.0,Success,USA,Florida,1982,,,,Titan 34D,DSCS-II-15 + DSCS-III-A1,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1982,10,21,14,Cosmos-3M (11K65M),Cosmos 1418,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1982,10,19,5,Cosmos-3M (11K65M),Cosmos 1417,Russia,3,0
General Dynamics,StatusRetired,150.0,Success,USA,Florida,1982,9,28,23,Atlas-SLV3D Centaur-D1AR,Intelsat V -505,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1982,9,24,9,Tsyklon-3,Cosmos 1410,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1982,9,22,6,Molniya-M /Block 2BL,Cosmos 1409,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1982,9,16,4,Tsyklon-3,Cosmos 1408,Russia,3,0
CASC,StatusActive,30.8,Success,China,Jiuquan Satellite Launch Center,1982,9,9,7,Long March 2C,FSW-0 No.4,China,3,1
ESA,StatusRetired,37.0,Failure,France,French Guiana,1982,9,9,2,Ariane 1,MARCES-B & Sirio-2,France,0,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1982,9,4,17,Tsyklon-2,Cosmos 1405,Kazakhstan,3,0
MHI,StatusRetired,90.0,Success,Japan,Tanegashima Space Center,1982,9,3,5,N-I,Kiku 4,Japan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1982,8,30,19,Cosmos-3M (11K65M),Strela-2M satellite,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1982,8,30,10,Tsyklon-2,Cosmos 1402,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1982,8,27,0,Molniya-M /Block ML,Molniya-3 n†­101,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1982,8,5,6,Vostok-2M,Cosmos 1400,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1982,8,2,0,Tsyklon-2,Cosmos 1412,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1982,7,29,19,Cosmos-3M (11K65M),Cosmos 1397,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1982,7,21,9,Molniya-M /Block ML,Molniya-1 n†­100,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1982,7,21,6,Cosmos-3M (11K65M),Cosmos 1388 to 1395,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1982,7,7,9,Cosmos-3M (11K65M),Cosmos 1386,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1982,6,29,21,Cosmos-3M (11K65M),Cosmos 1383,Russia,3,0
NASA,StatusRetired,450.0,Success,USA,Florida,1982,6,27,16,Space Shuttle Columbia,STS-4,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1982,6,25,2,Molniya-M /Block 2BL,Cosmos 1382,Russia,3,0
RVSN USSR,StatusRetired,150.0,Partial Failure,Russia,Plesetsk Cosmodrome,1982,6,18,11,Cosmos-3M (11K65M),Cosmos 1380,Russia,2,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1982,6,18,11,Tsyklon-2,Cosmos 1379,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1982,6,10,17,Tsyklon-3,Cosmos 1378,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1982,6,6,17,Cosmos-3M (11K65M),Cosmos 1375,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1982,6,3,21,Cosmos-3MRB (65MRB),Cosmos 1374 (BOR-4 Space Shuttle),Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1982,6,1,13,Tsyklon-2,Cosmos 1372,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1982,6,1,4,Cosmos-3M (11K65M),Cosmos 1371,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1982,5,28,22,Molniya-M /Block ML,Molniya-1 n†­99,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1982,5,20,13,Molniya-M /Block 2BL,Cosmos 1367,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1982,5,14,19,Tsyklon-2,Cosmos 1365,Kazakhstan,3,0
Martin Marietta,StatusRetired,35.0,Success,USA,California,1982,5,11,18,Titan IIID,KH-9 & SSF-D-4,United States,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1982,5,6,18,Cosmos-3M (11K65M),Cosmos 1357 to 1364,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1982,5,5,8,Vostok-2M,Cosmos 1356,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Kazakhstan,Baikonur Cosmodrome,1982,4,29,9,Tsyklon-2,Cosmos 1355,Kazakhstan,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1982,4,28,2,Cosmos-3M (11K65M),Cosmos 1354,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Kapustin Yar,1982,4,21,1,Cosmos-3M (11K65M),Cosmos 1351,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1982,4,8,0,Cosmos-3M (11K65M),Cosmos 1349,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1982,4,7,13,Molniya-M /Block 2BL,Cosmos 1348,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1982,3,31,16,Vostok-2M,Cosmos 1346,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1982,3,31,9,Cosmos-3M (11K65M),Cosmos 1345,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1982,3,25,9,Tsyklon-3,Meteor-2 n†­8,Russia,3,0
RVSN USSR,StatusRetired,150.0,Success,Russia,Plesetsk Cosmodrome,1982,3,24,9,Cosmos-3M (11K65M),Cosmos 1344,Russia,3,0
